gross_over_budget,budget_2016_mm,gross_2016_mm,tickets_sold,content_rating,imdb_score,num_critic_for_reviews,num_user_for_reviews,nudity,movie_scale,movie_title,plot_keywords
1.66,33,55,7.2,PG-13,7.6,174,660,n,medium,The Hours,housewife|lesbian|novel|party|reading
1.67,35,59,8.5,R,4.6,125,418,n,medium,I Still Know What You Did Last Summer,bahamas|fisherman|hook|island|roommate
1.67,82,138,16.4,PG-13,5.4,139,255,n,medium,Grown Ups 2,belching|number in title|party|reference to nicki minaj|sneezing
1.67,99,166,21.1,PG-13,5.9,150,370,n,medium,2 Fast 2 Furious,bust|racing|shotgun|street racing|undercover agent
1.68,44,74,8.5,PG-13,5.5,161,135,n,medium,The Bounty Hunter,bounty hunter|death|murder|police officer|reporter
1.68,48,81,9.7,PG,7.1,103,273,n,medium,Spaceballs,parody|planet enclosed within shield|sci fi spoof|self referential|winnebago
1.68,53,90,10.6,PG-13,7.4,310,292,n,medium,"Crazy, Stupid, Love.",bar|divorce|friend|girl|male objectification
1.7,99,169,20.3,PG,6.6,233,139,n,medium,Ice Age: Continental Drift,acorn|herd|iceberg|ocean|pirate
1.7,37,63,8,R,5.9,180,450,n,medium,Hide and Seek,bathtub|psychologist|pushed out a window|smothered with a pillow|telescope
1.7,49,83,12.2,PG-13,6.4,43,85,n,medium,Naked Gun 33 1/3: The Final Insult,retirement|spoof|terrorist|transsexual|undercover
1.71,39,66,7.6,PG,7.2,160,136,n,medium,Secretariat,eccentric|horse racing|newspaper clipping|stallion|triple crown
1.71,73,125,16.1,PG-13,5.1,114,242,n,medium,Maid in Manhattan,hotel|maid|new york city|place name in title|the bronx
1.71,32,55,7.3,R,7.1,214,805,n,medium,Pitch Black,captain|darkness|eclipse|space|survival
1.71,34,58,6.9,PG-13,7.5,522,571,n,medium,Source Code,bomber|time|time loop|train|trapped in a time loop
1.71,92,158,20,PG,6.3,163,269,n,medium,Robots,actor voicing multiple characters|box office hit|coffee|plate|robot
1.71,57,98,12.6,PG-13,6.3,74,136,n,medium,Arachnophobia,arachnophobia|death|doctor|small town|spider
1.71,40,69,8.9,PG,5.1,39,72,n,medium,Like Mike,basketball|lightning|nba|orphanage|shoe
1.71,67,115,13.6,PG,5.5,156,82,n,medium,Hop,drummer|easter|easter bunny|piaggio vespa gtv 250|slacker
1.72,55,95,13.8,R,5.8,97,140,n,medium,Species,alien|interspecies sex|scientist|sexual attraction|train
1.72,39,67,8.5,R,7.3,136,714,n,medium,Identity,dissociative identity disorder|motel room key|murder|storm|stranded
1.72,83,144,21,R,7.3,82,194,n,medium,Crimson Tide,alabama|mutiny|order|radio|submarine
1.73,42,72,9.9,R,6.2,131,398,n,medium,Stigmata,catholic|priest|stigmata|vatican|wound
1.74,78,136,17.3,PG,5.5,81,116,n,medium,Daddy Day Care,bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers
1.74,91,158,20.4,PG-13,6.4,176,568,n,medium,The Sum of All Fears,analyst|cia|nuclear bomb|nuclear weapons|russia
1.74,89,155,18.6,PG,7.1,256,168,n,medium,Hotel Transylvania,dracula|hotel|invisible man|monster|transylvania
1.75,42,74,10,R,7.6,84,170,n,medium,The Fisher King,friendship|holy grail|massacre|redemption|video store
1.75,39,69,8.8,PG-13,5.6,90,209,n,medium,The Benchwarmers,baseball|baseball team|bully|millionaire|team
1.75,30,53,6.2,R,7.5,305,277,n,medium,Southpaw,boxer|boxing training|death of wife|male in shower|rage
1.75,33,58,7.3,PG-13,6.5,157,214,n,medium,In Good Company,company|corporate takeover|executive|magazine|new boss
1.75,68,120,16.9,R,5.4,21,41,n,medium,Boomerang,advertising|battle of the sexes|dating|one word title|womanizer
1.75,48,84,10.7,PG-13,4.6,65,82,n,medium,Big Momma's House 2,cheerleading|fbi|fbi agent|nanny|undercover
1.75,97,170,25.2,R,7.6,120,406,n,medium,Interview with the Vampire: The Vampire Chronicles,betrayal|dangerous friend|gothic|monster as victim|vampire
1.77,33,58,6.7,PG,6.5,159,156,n,medium,Letters to Juliet,chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy
1.77,33,58,7.6,R,6.5,83,201,n,medium,Road House,bikini|cult film|fired from the job|martial arts|violence
1.77,78,138,17.6,PG-13,7,155,497,n,medium,The Italian Job,gold|heist|revenge|traffic jam|venice italy
1.77,54,96,12.5,PG-13,5.9,109,426,n,medium,Shallow Hal,dying|friend|inner beauty|love|self help guru
1.77,30,53,7.7,PG,6.7,37,155,n,medium,Selena,latin music|marriage|on tour|singer|tejano
1.77,60,106,13.5,PG-13,5.6,143,242,n,medium,Failure to Launch,friend|intervention|moving|secret|slacker
1.77,86,153,18.5,PG-13,6.7,459,713,n,medium,Divergent,army|brother sister relationship|dystopia|father son relationship|narrated by character
1.77,80,142,16.8,G,4.4,91,56,n,medium,Alvin and the Chipmunks: Chipwrecked,chipmunk|cruise ship|football ball|overboard|tennis ball
1.78,71,126,16.8,R,6.5,155,481,n,medium,"Me, Myself & Irene",dissociative identity disorder|limousine|multiple personality|police|rhode island
1.78,37,66,9.7,R,6.7,49,92,n,medium,Nothing to Lose,boss|ghetto|money|robber|robbery
1.78,66,117,14.1,PG-13,7.2,322,351,n,medium,Unbroken,emaciation|male nudity|plane crash|prisoner of war|torture
1.78,96,170,24.7,PG,6.5,153,556,n,medium,You've Got Mail,bookstore|competing businesses|instant messaging|new york city|shop owner
1.78,45,80,9.5,R,7.1,215,215,n,medium,"I Love You, Man",bromance|friend|gay brother|homosexual subtext|wedding
1.78,38,68,8.8,PG-13,6.9,122,374,n,medium,Serendipity,christmas|destiny|fate|love|serendipity
1.79,60,108,14.2,R,8.3,147,851,n,medium,Scarface,assassination attempt|capitalism|cocaine|cuban american|cuban refugee
1.79,35,62,7.8,PG-13,7.1,131,243,n,medium,P.S. I Love You,birthday|friendship|hairy chest|letter|widow
1.79,84,150,18.7,R,6.7,316,713,n,medium,Wanted,assassin|bobble head doll|femme fatale|rejuvenation|strong female lead
1.79,61,109,12.5,PG-13,6.3,247,207,n,medium,Date Night,city|new york city|night|reservation|restaurant
1.8,26,47,6,PG,5.8,66,194,n,medium,What a Girl Wants,american|daughter|england|father|politician
1.81,45,81,10.1,PG-13,6.6,235,422,n,medium,Vantage Point,explosion|multiple perspectives|president|secret service|shooting
1.81,41,73,8.6,PG-13,7.6,459,355,n,medium,Bridge of Spies,cia|cold war|lawyer|negotiation|spy
1.81,68,124,17.5,R,7.8,89,382,n,medium,The Last of the Mohicans,18th century|based on novel|colonel|french and indian war|revenge
1.82,34,62,7.8,PG,5,79,104,n,medium,Agent Cody Banks,cia|nanobot|prep school|scientist|teenager
1.82,67,122,14.6,PG-13,5.5,166,144,n,medium,Couples Retreat,couple|island|marriage|tropical|voyeurism
1.82,74,134,19.4,PG-13,6.7,65,252,n,medium,Stepmom,attorney|cancer|custody|fashion photographer|photographer
1.82,52,95,13.9,PG-13,6.3,83,138,n,medium,In & Out,academy award|gay|high school|reporter|teacher
1.83,43,79,10,PG,6.2,127,217,n,medium,Sky High,coming of age|friend|high school|sidekick|superpower
1.83,30,55,7.1,PG-13,7.6,129,431,n,medium,I Am Sam,child custody|custody battle|disability|mentally impaired man|single father
1.85,56,103,12.4,R,7.2,292,436,n,medium,The Equalizer,assassin|ex soldier|gangster|hanged man|mysterious past
1.85,33,61,7.7,PG,4.3,59,91,n,medium,Fat Albert,animated sequence|junkyard|love|party|television
1.85,77,142,20.1,R,6.9,47,137,n,medium,Patriot Games,analyst|cia|ira|terrorist|terrorist attack
1.87,47,88,11.1,PG-13,5.4,62,251,n,medium,White Chicks,african american|crossdresser|fbi|undercover|vomiting
1.87,46,86,11.1,R,8.7,192,989,n,medium,Goodfellas,betrayal|gangster|mafia|organized crime|robbery
1.88,50,93,12.8,R,6.9,166,337,n,medium,Conan the Barbarian,actual animal killed|cult|evil sorcerer|gladiator|warlord
1.88,51,96,12.1,PG-13,7.7,209,433,n,medium,Ray,1950s|1960s|racism|rhythm and blues|singer
1.88,29,55,8,R,5.5,29,51,n,medium,How Stella Got Her Groove Back,female protagonist|jamaica|six word title|tragic event|vacation
1.88,31,58,7.4,PG,6.6,128,181,n,medium,Nanny McPhee,father|governess|magic|nanny|widower
1.89,65,122,14.7,PG-13,7,88,159,n,medium,Scrooged,christmas|compassion|executive|ghost|redemption
1.9,36,68,8.2,PG-13,6.9,452,326,n,medium,Warm Bodies,fight|memory|teenager|undead|zombie
1.9,91,172,22.9,PG-13,4.3,94,171,n,medium,Nutty Professor II: The Klumps,alter ego|marriage|professor|scientist|serum
1.9,31,60,7,R,6.1,204,219,n,medium,Vacation,amusement park|dysfunctional family|road trip|sequel|vacation
1.9,99,189,22.3,PG-13,7.6,529,646,n,medium,Rise of the Planet of the Apes,alzheimer's disease|ape|chimpanzee|fire|when animals attack
1.9,35,67,9,PG,6.2,43,117,n,medium,Bill & Ted's Bogus Journey,battle of the bands|bill and ted|heaven|hell|robot
1.9,76,145,18.4,PG-13,6.5,261,2003,n,medium,The Village,creature|pact|plot twist|village|woods
1.91,82,157,22.9,PG,5.4,53,103,n,medium,George of the Jungle,animal companion|heiress|hero|jungle|male objectification
1.92,28,55,7.1,PG-13,6.3,85,131,n,medium,Hardball,coach|gambling|housing project|little league|little league baseball
1.92,27,51,6.1,R,6.5,335,287,n,medium,Pain & Gain,american dream|bodybuilder|money|punch into the camera|reference to julia roberts
1.93,38,73,9.3,R,6.4,178,471,n,medium,Once Upon a Time in Mexico,agent|cia|mariachi|mexican|president
1.93,34,65,7.9,PG,8.1,185,718,n,medium,The Princess Bride,fairy tale|giant|pirate|princess|true love
1.93,37,71,8.5,R,6.2,285,248,n,medium,This Is 40,40th birthday|aging|birthday|sex|viagra
1.93,28,54,6.7,PG-13,5.5,129,126,n,medium,The House Bunny,makeover|party|playboy|playboy mansion|sorority
1.94,71,137,17.2,PG-13,6.3,191,246,n,medium,Blades of Glory,competition|fight|ice|jock strap|nintendo game boy advance
1.94,95,185,23.7,PG,6.8,166,250,n,medium,Over the Hedge,bear|food|forest|raccoon|turtle
1.94,43,84,10.6,PG-13,5.9,104,160,n,medium,Guess Who,argument|engagement|family relationships|love|undressing
1.95,57,110,13.2,PG-13,7.9,491,527,n,medium,Captain Phillips,hijacking|hostage|leader|ship|somalia
1.95,65,127,16.5,PG-13,5.7,142,343,n,medium,America's Sweethearts,actor|love|movie star|press|publicist
1.95,39,77,9.1,PG,6.9,131,86,n,medium,Dolphin Tale,boy|dolphin|prosthetics|tail|trap
1.96,34,66,7.8,PG,5.4,152,129,n,medium,Bride Wars,best friend|dyed hair|fake tan|rivalry|wedding
1.96,29,57,7.1,R,7.3,299,363,n,medium,Michael Clayton,attorney|debt|fixer|law|law firm
1.96,83,164,21,PG-13,6.4,173,685,n,medium,Click,architect|frozen time|obese man|remote control|stopped time
1.96,46,91,11.8,R,6.1,125,344,n,medium,The Mexican,curse|hostage|mexico|pistol|vomiting
1.97,54,105,13.5,R,7.6,230,646,n,medium,Inside Man,bank|detective|negotiation|police|robber
1.97,48,95,11.2,PG,7.1,398,252,n,medium,The Muppets,bel air california|book|friends who live together|the muppets|tribute band
1.97,48,95,12.2,PG-13,7,129,394,n,medium,John Q,health care|heart transplant|hospital|hostage|insurance
1.99,64,127,16.4,R,6.8,233,850,n,medium,Panic Room,brownstone|burglar|money|panic|panic room
1.99,54,107,13.9,PG,5.4,98,293,n,medium,Star Trek V: The Final Frontier,captain|half brother|klingon|planet|vulcan
1.99,87,173,23.7,R,5.8,11,48,n,medium,The Best Little Whorehouse in Texas,chicken|governor|locker room|sheriff|texas
2,59,117,14.9,PG-13,4.6,133,297,n,medium,"Legally Blonde 2: Red, White & Blonde",animal rights|congresswoman|doorman|transvestism|washington d.c.
2,44,88,12.8,PG-13,5.9,65,162,n,medium,Hope Floats,best friend|friend|mother daughter relationship|small town|texas
2.01,79,158,23.1,PG,6,26,92,n,medium,Casper,casper|friendly ghost|ghost|maine|mansion
2.01,26,53,7.2,R,5.5,40,72,n,medium,Double Impact,boat|hong kong|murder|tunnel|twins
2.01,79,158,20.1,R,7.9,125,319,n,medium,The Blues Brothers,band|catholic|money|parolee|prison
2.01,33,67,8.4,PG-13,6,145,97,n,medium,Baby Mama,baby|book|cartoon on tv|female protagonist|male anorexia
2.02,54,108,13.8,PG-13,5.1,151,410,n,medium,Scary Movie 4,female nudity|male nudity|parody|reference to myspace|sequel
2.02,93,188,24.3,PG-13,5.8,191,737,n,medium,xXx,agent|nsa|nsa agent|prague|russian
2.02,80,162,20.9,PG-13,7.9,249,849,n,medium,The Bourne Identity,amnesia|assassin|money|political thriller|three word title
2.03,88,178,20.5,PG-13,6,179,311,n,medium,Grown Ups,basketball|coach|daughter|high school|high school basketball
2.03,55,112,16.3,PG-13,7.5,69,192,n,medium,The Bridges of Madison County,1960s|bridge|housewife|love|photographer
2.03,87,176,22.6,PG-13,6.6,164,437,n,medium,Talladega Nights: The Ballad of Ricky Bobby,car racing|french|friend|nascar|racing
2.04,48,97,12.5,PG,7.3,118,263,n,medium,Eight Below,antarctica|dog|siberian husky|sled dog|survival
2.04,69,141,20.8,PG-13,7.6,143,286,n,medium,Star Trek: First Contact,21st century|borg|borg sphere|captain|sphere
2.05,73,149,22,PG-13,6.7,39,94,n,medium,The Client,boy|brother|lawyer|mafia|senator
2.06,27,55,6.5,R,6.8,408,755,n,medium,The Grey,alaska|leadership|snow|survival|wilderness
2.06,68,141,19.9,R,7.5,181,654,n,medium,Bram Stoker's Dracula,dracula|horror movie remake|maze|monster sex|vampire
2.07,32,66,8.3,PG,7.8,226,632,n,medium,Finding Neverland,boy|inspiration|reference to peter pan|stage play|widow
2.07,26,54,6.5,PG,6.6,169,110,n,medium,The Odd Life of Timothy Green,dodgeball|portrait|soccer|soccer game|young love
2.08,52,108,13.6,PG-13,7.4,207,310,n,medium,The Bucket List,billionaire|friend|hospital|list|mechanic
2.09,39,82,9.7,PG,5.4,107,57,n,medium,Hotel for Dogs,abandoned hotel|dog|foster home|overalls|playing with a dog
2.09,53,112,14.1,PG-13,5.9,108,268,n,medium,Along Came Polly,bride|friend|honeymoon|insurance|insurance company
2.09,88,185,26.8,PG,8.1,213,877,n,medium,The Truman Show,controlled environment|fictional reality show|hidden camera|innocence lost|simulated reality
2.09,27,57,7.4,R,5.5,149,478,n,medium,Thir13en Ghosts,collector|ghost|ghost hunter|glass house|machine
2.1,41,85,10.3,PG-13,6,191,189,n,medium,The Other Woman,beach house|blonde bombshell|cheating husband|revenge|wife meets mistress
2.1,26,54,6.5,PG-13,4.7,24,27,n,medium,A Madea Christmas,christmas|holiday|madea series|rural setting|stubbornness
2.12,65,138,17.5,PG-13,6.4,140,357,n,medium,How to Lose a Guy in 10 Days,advertising executive|diamond|magazine|party|wager
2.12,96,204,23.9,PG,7,343,322,n,medium,Cinderella,dress|duke|fairy godmother|fairy tale|pumpkin
2.12,31,66,8,PG-13,6.3,234,178,n,medium,Hope Springs,couple|intimacy|marriage|marriage counseling|middle age couple
2.12,81,172,20.1,PG,6.7,152,97,n,medium,Hotel Transylvania 2,california|dracula|hotel|transylvania|vampire
2.12,38,80,16,Passed,7,21,90,n,medium,Annie Get Your Gun,girl|gun|love|sharpshooter|the end
2.12,57,122,14,PG-13,5.7,186,211,n,medium,Valentine's Day,flower|indian restaurant|tv station|valentine|valentine's day
2.14,41,87,11.3,PG-13,5.4,61,122,n,medium,Down to Earth,angel|butler|heaven|manhattan new york city|reincarnation
2.14,95,204,25.9,PG,6,143,288,n,medium,Shark Tale,anchor|fish|mobster|shark|vegetarian
2.15,35,76,8.9,PG-13,7.2,241,304,n,medium,The Intern,reference to ben affleck|reference to brad pitt|reference to george clooney|reference to jack nicholson|website
2.15,44,96,12.1,PG,5,116,232,n,medium,Garfield,cat|dog|first part|lasagna|veterinarian
2.16,57,123,18.1,PG,6.6,98,249,n,medium,Star Trek: Generations,23rd century|bare chested male bondage|enterprise the starship|rescue|sacrifice
2.17,29,63,7.3,R,5.3,154,96,n,medium,The Boss,business|girl scouts|orphanage|overweight woman|quitting a job
2.19,73,161,20.7,PG,7.4,111,263,n,medium,Back to the Future Part III,band|dog|letter|time machine|tombstone
2.2,75,165,19.3,PG,6,147,133,n,medium,The SpongeBob Movie: Sponge Out of Water,book|magic|pirate|plankton|time machine
2.2,37,82,12.1,R,7.6,118,545,n,medium,The Crow,back from the dead|crime boss|crow|gothic|vigilante
2.21,38,84,10.7,R,8,304,935,n,medium,Kill Bill: Vol. 2,assassin|assassination|bride|death|vengeance
2.22,49,108,15.9,R,7.5,57,329,n,medium,Legends of the Fall,epic|heart|killing an animal|passion|usa
2.22,52,116,15.9,PG,5.9,43,98,n,medium,Firefox,fighter plane|jet fighter|refueling|russia|soviet union
2.23,32,71,9,PG-13,6.5,224,673,n,medium,Red Eye,airport|flight|hotel|hotel manager|plane
2.23,56,124,16.5,R,5.5,212,734,n,medium,Scream 3,death|ghostface|murder|scream|survivor
2.24,35,78,10.4,R,6.1,70,365,n,medium,Romeo Must Die,death|hong kong|kung fu|prison|waterfront
2.24,75,167,24.3,PG-13,6.5,43,89,n,medium,The Pelican Brief,college professor|fbi|president|professor|supreme court
2.24,40,90,13.2,R,6.6,83,143,n,medium,Kiss the Girls,detective|kidnapping|punching a heavy bag|serial killer|tied to a tree
2.24,37,83,10.5,PG-13,7.2,127,209,n,medium,Coach Carter,basketball|basketball coach|coach|contract|high school
2.25,51,114,14.7,PG,5.1,103,107,n,medium,Spy Kids 2: Island of Lost Dreams,island|mad scientist|scientist|sequel|spy
2.26,41,91,10.7,R,6,173,144,n,medium,Get Hard,camera focus on female butt|gay bar|millionaire|singing in a car|two word title
2.26,62,139,18.8,R,7.3,120,261,n,medium,Cape Fear,lawyer|neo noir|prison|rapist|southern gothic
2.26,50,113,14.2,PG,5.8,201,212,n,medium,Journey to the Center of the Earth,cave|lost world|missing brother|mountain|venus flytrap
2.26,42,94,13.6,R,7.8,84,439,n,medium,Tombstone,cigar smoking|cowboy|duel|outlaw|tombstone arizona
2.27,40,91,10.5,PG-13,5.9,119,58,n,medium,Ride Along 2,computer hacker|crime boss|detective|drugs|wedding
2.28,86,197,26.9,R,8.5,186,1377,n,medium,The Green Mile,1930s|death row inmate|healing|prison guard|southern u.s.
2.28,62,141,18.1,PG-13,5.8,183,483,n,medium,The Break-Up,art|break up|football video game|kitchen|talking to one's self in a mirror
2.28,29,66,7.9,PG-13,6.6,222,173,n,medium,Last Vegas,bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas
2.29,63,143,18.2,PG-13,5.5,151,347,n,medium,Scary Movie 3,crop circle|farm|orchestral music score|reference to michael jackson|videotape
2.29,39,89,11.2,PG-13,6.1,148,151,n,medium,What Happens in Vegas,casino|father son relationship|jackpot|judge|wedding
2.3,36,82,10.4,PG,7.5,129,289,n,medium,Miracle,1980s|hockey|ice hockey|olympics|soviet union
2.3,39,91,11.2,PG-13,6.3,44,96,n,medium,Peggy Sue Got Married,alternate history|alternate timeline|divorce|high school|reunion
2.31,35,80,11.7,PG-13,5.8,53,166,n,medium,The Net,chat room|computer|computer hacker|identity|identity theft
2.32,32,74,9.9,R,6.7,211,674,n,medium,Final Destination,dead teenager|death|explosion|premonition|teenager
2.32,80,186,24,G,5.5,80,116,n,medium,The Santa Clause 2,christmas|magic|santa claus|son|toy
2.32,46,106,13.5,PG-13,7.1,204,479,n,medium,School of Rock,battle of the bands|rock band|school teacher|substitute teacher|teacher
2.34,39,91,11.6,R,8.1,354,2105,n,medium,Kill Bill: Vol. 1,bride|coma|japan|revenge|sword
2.34,43,99,11.9,R,6.5,174,169,n,medium,The Ugly Truth,call in|chick flick|date|hot air balloon|show producer
2.35,95,224,28.3,PG-13,7.8,239,806,n,medium,The Bourne Supremacy,assassin|car chase|cia|hidden truth|one against many
2.35,45,105,12.5,PG-13,6.4,161,203,n,medium,He's Just Not That Into You,advertising|bar|dating|lingerie slip|six word title
2.35,45,105,12.6,PG-13,7,252,277,n,medium,Julie & Julia,american|blog|book|cook|cooking
2.37,48,113,14.5,R,6.6,49,148,n,medium,Flatliners,childhood trauma|death|medical student|memory|near death experience
2.37,30,72,8.4,PG,4.4,76,123,n,medium,Paul Blart: Mall Cop 2,character name in title|no opening credits|sequel|wilhelm scream
2.37,63,149,19.8,PG-13,6.2,140,370,n,medium,Miss Congeniality,beauty pageant|fbi|female agent|pageant|undercover
2.38,51,121,15.3,G,5.7,77,152,n,medium,The Princess Diaries 2: Royal Engagement,coronation|horse|princess|queen|side saddle
2.38,36,86,10.2,PG-13,7.5,405,306,n,medium,Saving Mr. Banks,author|disney|loss of father|reference to walt disney|suppression of emotion
2.38,48,114,16.6,R,6.9,96,150,n,medium,Get Shorty,debt|loan shark|mobster|movie business|producer
2.38,83,197,29.1,PG-13,5.6,57,99,n,medium,The Nutty Professor,face slap|formula|overweight|professor|teacher
2.39,67,160,19.9,PG,7.1,180,320,n,medium,Marley & Me,box office hit|dog|dog movie|florida|pet name in title
2.39,33,80,10.6,R,6.7,129,318,n,medium,The Whole Nine Yards,adultery|black humor|dentist|hitman|sex in bed
2.39,28,68,8.2,PG,6.2,119,85,n,medium,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",bad day|based on book|birthday|job interview|long title
2.39,42,100,12,R,7.4,558,640,n,medium,Zero Dark Thirty,al qaeda|cia|interrogation|lie|navy seal
2.39,26,62,7.9,G,5.4,85,58,n,medium,The Jungle Book 2,dog|jungle|shot gun|tiger|village
2.41,72,175,23.3,R,7.3,169,498,n,medium,Erin Brockovich,contamination|corporate crime|environmental issue|female protagonist|working single mother
2.42,26,63,7.6,PG-13,6.5,170,106,n,medium,The Lucky One,arrogance|child in peril|disarming someone|kennel|post traumatic stress disorder
2.42,27,65,8.3,G,5.8,80,79,n,medium,Return to Never Land,1940s|gang that lives together|outlaw gang|rescue|sequel
2.42,44,107,12.3,PG-13,7.7,556,696,n,medium,The Social Network,competitiveness|creator|entrepreneur|facebook|intellectual property
2.44,64,156,18.7,PG-13,7.6,488,845,n,medium,Les Misrables,barricade|innkeeper|parole|rebellion|student
2.44,95,233,29.8,PG,6.9,164,253,n,medium,Ice Age: The Meltdown,flood|mammoth|no opening credits|squirrel|valley
2.44,87,212,26.6,PG-13,7.4,299,763,n,medium,The Simpsons Movie,alaska|dome|lake|pig|the simpsons
2.46,35,87,10.6,PG-13,5.7,218,285,n,medium,Dumb and Dumber To,adoption|highway travel|road trip|sequel|stupidity
2.48,30,75,10.2,R,7.8,163,928,n,medium,South Park: Bigger Longer & Uncut,boy|canada|hell|misunderstanding|refrence to liza minnelli
2.48,28,70,8.4,R,7.7,51,143,n,medium,Dangerous Liaisons,catholic|corruption|emotional abuse|france|seduction
2.49,41,101,11.7,R,7.6,378,420,n,medium,The Town,bank manager|bank robbery|criminal gang|heist|prison
2.49,53,132,17.8,R,6.6,30,109,n,medium,The Prince of Tides,new york|psychiatrist|shrimper|south carolina|twins
2.49,28,71,9.2,R,7.6,220,962,n,medium,The Royal Tenenbaums,brother brother relationship|family relationships|father daughter relationship|genius|thrown through a window
2.5,53,132,17.8,PG,7.2,112,188,n,medium,Star Trek VI: The Undiscovered Country,captain|explosion|klingon|moon|peace
2.51,28,71,10.3,PG,4.8,60,87,n,medium,Teenage Mutant Ninja Turtles III,battle|japan|magic|samurai|turtle
2.52,50,126,14.6,PG-13,6.6,177,110,n,medium,Central Intelligence,accountant|blooper|espionage|facebook|high school reunion
2.52,26,65,8.1,PG-13,6.2,97,108,n,medium,Step Up 2: The Streets,audition|dance|kissing in the rain|student|subway
2.52,67,168,21.7,PG-13,5.8,117,309,n,medium,Mr. Deeds,abbreviation in title|reporter|small town|sudden wealth|unknowing heir
2.53,38,97,14,PG-13,7,92,345,n,medium,Ever After: A Cinderella Story,based on fairy tale|bechdel test passed|cinderella|fairy tale|leonardo da vinci
2.53,30,76,9.9,PG-13,4.8,75,132,n,medium,The Animal,camera focus on a female butt|cartoon on tv|forest|hairy buttocks|seal the animal
2.54,86,218,27.7,PG-13,6.6,171,372,n,medium,Hitch,advice|friendship|gossip|newspaper|quitting a job
2.54,53,136,16,PG-13,7.1,539,849,n,medium,Super 8,deputy|group of friends|time|train|train crash
2.55,29,73,8.8,PG-13,6.7,184,160,n,medium,Safe Haven,abusive husband|chick flick|north carolina|secret|widower
2.55,98,251,55.1,Unrated,6.9,32,87,n,medium,Duel in the Sun,box office hit|half breed|infidelity|shooting|texas
2.56,40,102,11.8,R,7.8,300,279,n,medium,The Conjuring 2,based on supposedly true story|house|paranormal investigating|psychic|second part
2.56,51,130,15.7,PG,6,321,779,n,medium,Into the Woods,based on stage musical|cinderella|little red riding hood|singing|witch
2.56,33,86,10.7,PG-13,6.1,175,154,n,medium,27 Dresses,boss|bridesmaid|friend|love|wedding
2.57,39,101,12.8,PG,4.6,75,149,n,medium,Are We There Yet?,car fire|children|cockroach|independent film|new year
2.57,87,223,32.6,G,6.6,92,216,n,medium,Pocahontas,actor playing multiple roles|love|one word title|unsubtitled foreign language|virginia
2.58,92,237,30.1,PG,6.9,181,385,n,medium,Madagascar,escape|jungle|lemur|madagascar|zoo
2.58,36,93,12,PG-13,6,93,199,n,medium,Divine Secrets of the Ya-Ya Sisterhood,flashback|interview|louisiana|playwright|secret society
2.59,67,173,23,R,7.6,223,867,n,medium,Traffic,cocaine|drug smuggling|interlinked stories|judge|mexico
2.59,26,67,9.8,PG,7.7,69,196,n,medium,Sense and Sensibility,1810s|female protagonist|horseback riding|inheritance|three word title
2.61,98,255,33.9,PG-13,6.4,149,395,n,medium,What Women Want,advertising|battle of the sexes|ex husband ex wife relationship|pantyhose|telepathy
2.65,29,76,9.7,R,7.5,153,494,n,medium,Open Range,boss|cattle|cowboy|rancher|violence
2.65,34,89,10.6,G,4.2,131,140,n,medium,Hannah Montana: The Movie,farm|female protagonist|hannah montana|horseback riding|overalls
2.66,31,81,12,R,6.1,31,77,n,medium,Eye for an Eye,justice|rape|self defense|support group|vigilante
2.66,26,70,8.4,R,6.5,270,161,n,medium,Contraband,cocaine|contraband|drug lord|prison|smuggling
2.69,68,184,25.9,PG,7.2,41,166,n,medium,A League of Their Own,baseball|friend|oregon|rivalry|softball
2.7,41,110,14.3,G,6,66,118,n,medium,Jimmy Neutron: Boy Genius,alien|boy genius|children|genius|rescue
2.7,74,199,28.8,PG-13,6.7,55,375,n,medium,Patch Adams,doctor|hospital|mental institution|nurse|student
2.72,61,166,24.6,R,7.4,71,236,n,medium,A Time to Kill,african american|court|law|mississippi|trial
2.72,91,247,33.7,R,8.7,313,3646,n,medium,The Matrix,artificial reality|computer|matrix|questioning reality|simulated reality
2.76,69,190,27.6,PG-13,6.3,84,169,n,medium,My Best Friend's Wedding,best friend|chick flick|male female friendship|promise|wedding
2.76,58,160,20,PG-13,6.3,238,611,n,medium,Mamma Mia!,bride|greece|island|mediterranean|wedding
2.78,98,271,39.6,PG,7.6,159,296,n,medium,Apollo 13,cape kennedy|news footage|reference to christopher columbus|rocket|trapped in space
2.78,38,105,11.7,PG,6.8,112,242,n,medium,Logan's Run,cat|computer|cult film|runner|sanctuary
2.8,68,190,22.9,PG-13,7.4,538,720,n,medium,Lincoln,cultural conflict|politics|president|slavery|u.s. president
2.81,69,194,24.5,PG,7.2,66,200,n,medium,Out of Africa,africa|hunter|love|marriage|plantation
2.82,37,103,13.3,PG-13,7.9,111,588,n,medium,Edward Scissorhands,creation|inventor|magical realism|scissors|suburb
2.82,27,75,9.7,PG-13,5.7,64,185,n,medium,Drumline,drumline|drummer|fish out of water|marching band|university
2.83,27,75,8.9,R,6.2,245,178,n,medium,No Strings Attached,ex girlfriend|funeral|hospital|male objectification|summer camp
